election,tour,province,code_departement,code_commune,commune,commune_norm,code_bv,inscrits,votants,abstentions,exprimes,blancs,nuls,bureau_nom,bureau_nom_norm,match_score,etablissement_nom,etablissement_adresse,etablissement_theme1,etablissement_theme2,etablissement_theme3,longitude,latitude,geo_source,iris_id,iris_codgeo,iris_libgeo,choix,voix,pct_exprimes,pct_inscrits
referendum_2020,,Province Nord,988,98801,Belep,BELEP,0001,740,582,158,580,1,1,Mairie,MAIRIE,0.7,Waala,Belep,LIEU_DIT_NC,VILLE,,163.6480110596638,-19.71203277091468,tribus_villages_nc,3,101,Bélep,non,21,3.62,2.84
referendum_2020,,Province Sud,988,98802,Boulouparis,BOULOUPARI,0004,598,548,50,545,1,2,Centre culturel,CENTRE CULTUREL,0.833,Centre Socioculturel,,CULTUREL ET SOCIO EDUCATIF,Equipements socio-éducatifs et socio-culturels,Foyer socio culturel,166.049037015845,-21.8654352350015,etablissements_publics_nc,88,201,Boulouparis village,non,427,78.35,71.4
referendum_2020,,Province Sud,988,98803,Bourail,BOURAIL,0002,844,736,108,722,6,8,Pothé,POTHE,0.93,Ecole de Pothé,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,165.491900847299,-21.4547330481005,etablissements_publics_nc,128,305,Ny,non,107,14.82,12.68
referendum_2020,,Province Sud,988,98803,Bourail,BOURAIL,0004,857,795,62,787,2,6,École Les Lys d’Eau,ECOLE LYS D EAU,0.85,Ecole primaire Les Lys d'Eau,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,165.49748641875,-21.5730483252455,etablissements_publics_nc,125,301,Bourail village,non,654,83.1,76.31
referendum_2020,,Province Nord,988,98804,Canala,CANALA,0005,728,657,71,655,0,2,Gélima,GELIMA,1,Gélima,Canala,LIEU_DIT_NC,TRIBU,Jari Mwâ,165.98151543430086,-21.534392845846163,tribus_villages_nc,137,403,Gélima - Nakéty,non,19,2.9,2.61
referendum_2020,,Province Nord,988,98804,Canala,CANALA,0006,302,261,41,258,1,2,Mérénémé,MERENEME,1,Mérénémé,Canala,LIEU_DIT_NC,TRIBU,,165.92818615112122,-21.514857403632252,tribus_villages_nc,136,401,Canala village,non,16,6.2,5.3
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0002,750,660,90,647,11,2,Hôtel de ville 2,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé,non,431,66.62,57.47
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0003,823,714,109,708,2,4,Hôtel de ville 3,MAIRIE,0.93,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé,non,451,63.7,54.8
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0010,705,609,96,602,5,2,Centre culturel de Dumbéa 3,CENTRE CULTUREL DUMBEA,1,Centre culturel de Dumbéa,56 AVENUE D'AUTEUIL,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.474126141924,-22.2081759337081,etablissements_publics_nc,140,503,Koutio Secal,non,416,69.1,59.01
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0013,725,647,78,642,2,3,Ecole maternelle l'Oasis 1,ECOLE MATERNELLE L OASIS,0.729,Ecole maternelle L'Oasis,39 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.461460951246,-22.2085634346196,etablissements_publics_nc,141,504,Koutio érudits,non,497,77.41,68.55
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0014,690,596,94,591,2,3,Ecole maternelle l'Oasis 2,ECOLE MATERNELLE L OASIS,0.729,Ecole maternelle L'Oasis,39 RUE JACQUES MONOD,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.461460951246,-22.2085634346196,etablissements_publics_nc,141,504,Koutio érudits,non,431,72.93,62.46
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0015,534,497,37,490,4,3,Groupe scolaire Michelle Delacharlerie-Rolly 1,GROUPE SCOLAIRE MICHELLE DELACHARLERIE ROLLY,1,Groupe scolaire Michelle Delacharlerie-Rolly,103 BOULEVARD DU RAIL CALEDONIEN,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.445998676866,-22.2013803961715,etablissements_publics_nc,147,510,Dumbéa/mer Ouest,non,431,87.96,80.71
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0019,665,583,82,578,2,3,Mairie du Nord 1,MAIRIE NORD,0.98,Mairie du Nord de Dumbéa,777 ROUTE TERRITORIALE N°1,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Dumbéa,166.457501065839,-22.1675460417822,etablissements_publics_nc,149,512,Plaine de Koé,non,505,87.37,75.94
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0022,843,777,66,766,5,6,Ecole primaire Paul Duboisé 1,ECOLE PRIMAIRE PAUL DUBOISE,0.892,Ecole élémentaire Paul Duboise,42 RUE DE L'ENTREE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.434846490836,-22.1399347171588,etablissements_publics_nc,152,515,Katiramona Sud,non,632,82.51,74.97
referendum_2020,,Province Sud,988,98805,Dumbéa,DUMBEA,0024,785,694,91,683,2,9,Ecole maternelle les Colibris,ECOLE MATERNELLE COLIBRIS,0.741,Ecole maternelle Les Colibris,42 RUE DE L'ENTREE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.436047169124,-22.1394710088392,etablissements_publics_nc,152,515,Katiramona Sud,non,540,79.06,68.79
referendum_2020,,Province Nord,988,98807,Hienghène,HIENGHENE,0001,553,494,59,491,1,2,Mairie,MAIRIE,0.7,HIENGHENE,Hienghène,LIEU_DIT_NC,VILLE,,164.94565765433836,-20.688834938182335,tribus_villages_nc,155,701,Hienghéne littoral,non,29,5.91,5.24
referendum_2020,,Province Nord,988,98807,Hienghène,HIENGHENE,0007,70,63,7,63,0,0,Oué-Hawa,OUE HAWA,0.875,Oué-Hava,Hienghène,LIEU_DIT_NC,TRIBU,Wé Hava,165.03458545186362,-20.765966185987494,tribus_villages_nc,156,704,Tiendanite Ouayaguette,non,0,0,0
referendum_2020,,Province Nord,988,98807,Hienghène,HIENGHENE,0008,99,96,3,96,0,0,Tiendanite,TIENDANITE,1,Tiendanite,Hienghène,LIEU_DIT_NC,TRIBU,Tândanit,164.8988687236624,-20.75818441571426,tribus_villages_nc,156,704,Tiendanite Ouayaguette,non,0,0,0
referendum_2020,,Province Nord,988,98808,Houaïlou,HOUAILOU,0002,664,585,79,576,5,4,Warai,WARAI,0.95,Kua,Houaïlou,LIEU_DIT_NC,TRIBU,Wa',165.76989808558005,-21.33124821435679,tribus_villages_nc,160,807,Boréaré - Coula - Karagreu,non,100,17.36,15.06
referendum_2020,,Province Nord,988,98808,Houaïlou,HOUAILOU,0004,307,272,35,270,1,1,Nessakoéa,NESSAKOEA,0.842,Nessa Kouya,Houaïlou,LIEU_DIT_NC,TRIBU,Nérhexa i Kwéaa,165.5267547278778,-21.28421939373571,tribus_villages_nc,159,805,Nédivin - Bas Nindien,non,19,7.04,6.19
referendum_2020,,Province Nord,988,98808,Houaïlou,HOUAILOU,0008,519,465,54,461,0,4,Nédivin,NEDIVIN,1,Nédivin,Houaïlou,LIEU_DIT_NC,TRIBU,Nédii vârâ,165.57082158687447,-21.289736384804883,tribus_villages_nc,159,805,Nédivin - Bas Nindien,non,42,9.11,8.09
referendum_2020,,Province Sud,988,98809,Ile des Pins,ILEDESPINS,0002,689,588,101,584,2,2,Bâtiment communal Point Information,BATIMENT COMMUNAL POINT INFORMATION,,,,,,,167.495819,-22.66517,tidygeocoder_osm,161,901,Vao,non,166,28.42,24.09
referendum_2020,,Province Nord,988,98810,Kaala-Gomen,KAALAGOMEN,0002,372,331,41,330,1,0,Ouéholle,OUEHOLLE,0.93,Ecole catholique de Ouéholle,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,164.545680960012,-20.6046276080457,etablissements_publics_nc,2,1004,Ouéholle - Ouémou - Kourou,non,3,0.91,0.81
referendum_2020,,Province Nord,988,98811,Koné,KONE,0004,269,257,12,256,0,1,Tiaoué,TIAOUE,0.93,Ecole publique de Tiaoué,RM5,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.916802108,-21.0000621217301,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot,non,7,2.73,2.6
referendum_2020,,Province Nord,988,98811,Koné,KONE,0005,128,117,11,116,0,1,Atéou,ATEOU,0.93,Ecole publique d'Atéou,Route de l'EGLISE d'ATEOU,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.90654574925,-20.9500343540188,etablissements_publics_nc,7,1107,Poindah - Noelly - Néami - Netchaot,non,1,0.86,0.78
referendum_2020,,Province Nord,988,98811,Koné,KONE,0009,690,622,68,611,3,8,École primaire Les Cigales,ECOLE PRIMAIRE CIGALES,0.88,Ecole publique Les Cigales,12 RUE DES ABEILLES,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.8701529762,-21.0521518022935,etablissements_publics_nc,4,1101,Koné village,non,235,38.46,34.06
referendum_2020,,Province Nord,988,98811,Koné,KONE,0011,563,499,64,485,7,7,École Téari,ECOLE TEARI,0.636,Déchetterie,5135 AVENUE DU LAPITA,TRANSPORT ET DECHET,Gestion des déchets,Installation de stockage des déchets,164.82630681362,-21.0553442775238,etablissements_publics_nc,4,1101,Koné village,non,279,57.53,49.56
referendum_2020,,Province Nord,988,98811,Koné,KONE,0012,429,391,38,388,0,3,Les Allamandas,ALLAMANDAS,0.93,Ecole publique Les Allamandas,242 RUE PAUL NAPOAREA,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.856461111321,-21.052040276968,etablissements_publics_nc,4,1101,Koné village,non,264,68.04,61.54
referendum_2020,,Province Nord,988,98833,Kouaoua,KOUAOUA,0004,174,156,18,153,2,1,Méa-Mébara,MEA MEBARA,1,Méa Mébara,Kouaoua,LIEU_DIT_NC,TRIBU,,165.78859040310297,-21.469132110021317,tribus_villages_nc,135,3302,Méa Mébara - Ouérou Pimet,non,26,16.99,14.94
referendum_2020,,Province Nord,988,98812,Koumac,KOUMAC,0002,1534,1367,167,1352,6,9,École primaire Charles Mermoud 2,ECOLE PRIMAIRE CHARLES MERMOUD,0.874,Ecole Charles MERMOUD,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,164.282519595968,-20.5572929814306,etablissements_publics_nc,9,1201,Koumac village,non,948,70.12,61.8
referendum_2020,,Province Sud,988,98813,La Foa,LAFOA,0003,828,759,69,745,4,10,Centre socio-culturel,CENTRE SOCIO CULTUREL,,,,,,,165.82495689060195,-21.708500844468237,arrete_manual_tribus,12,1301,La Foa village,non,515,69.13,62.2
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0004,274,219,55,218,1,0,Jozip,JOZIP,1,Jozip,Lifou,LIEU_DIT_NC,TRIBU,,167.34721888788647,-20.940435542649407,tribus_villages_nc,15,1402,Lössi,non,30,13.76,10.95
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0005,336,234,102,231,1,2,Jokin,JOKIN,1,Jokin,Lifou,LIEU_DIT_NC,TRIBU,,167.16447665584124,-20.703384020726688,tribus_villages_nc,16,1403,Wet,non,14,6.06,4.17
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0012,143,64,79,61,1,2,Tiga,TIGA,1,Tiga,Lifou,LIEU_DIT_NC,TRIBU,Toka,167.79672481501146,-21.094104177809253,tribus_villages_nc,15,1402,Lössi,non,3,4.92,2.1
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0013,551,449,102,442,4,3,Luecila,LUECILA,1,Luecila,Lifou,LIEU_DIT_NC,TRIBU,,167.25787949950455,-20.900908884449866,tribus_villages_nc,16,1403,Wet,non,88,19.91,15.97
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0019,269,168,101,165,0,3,Traput,TRAPUT,1,Traput,Lifou,LIEU_DIT_NC,TRIBU,,167.30947771877948,-20.931287472634196,tribus_villages_nc,15,1402,Lössi,non,34,20.61,12.64
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0020,327,228,99,226,1,1,Kedeigne,KEDEIGNE,1,Kedeigne,Lifou,LIEU_DIT_NC,TRIBU,Kejëny,167.21465752873138,-21.037060872425982,tribus_villages_nc,15,1402,Lössi,non,27,11.95,8.26
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0021,235,132,103,130,2,0,Tingeting,TINGETING,1,Tingeting,Lifou,LIEU_DIT_NC,TRIBU,,167.26667509635985,-20.741613827760364,tribus_villages_nc,16,1403,Wet,non,32,24.62,13.62
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0023,241,195,46,193,1,1,Luengoni,LUENGONI,,,,,,,167.4090226,-21.033997,tidygeocoder_osm,,,,non,23,11.92,9.54
referendum_2020,,Province des Iles,988,98814,Lifou,LIFOU,0028,599,554,45,549,1,4,Lieu de vote délocalisé n°2 de Lifou à Nouméa,LIEU VOTE DELOCALISE LIFOU A NOUMEA,,Centre Culturel Ko We Kara,72 RUE AMPERE,CULTUREL ET SOCIO EDUCATIF,Equipements culturels,Centre culturel maison culturelle et centre d'art,166.456104572757,-22.2355536217178,arrete_manual_etablissements,68,1832,Zone industrielle Ducos,non,66,12.02,11.02
referendum_2020,,Province des Iles,988,,Lifou,LIFOU,0029,579,537,42,534,0,3,Lieu de vote délocalisé n°3,LIEU DE VOTE DELOCALISE N 3,,,,,,,,,,,,,non,63,11.8,10.88
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0002,521,277,244,274,0,3,Hnawayatche,HNAWAYATCHE,1,Hnawayatche,Maré,LIEU_DIT_NC,TRIBU,Hnawayaca,167.85931527784155,-21.444202132872793,tribus_villages_nc,17,1501,Guahma,non,114,41.61,21.88
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0003,290,186,104,186,0,0,Tenane,TENANE,1,Tenan,Maré,LIEU_DIT_NC,TRIBU,,167.89430877263374,-21.40460074703544,tribus_villages_nc,17,1501,Guahma,non,42,22.58,14.48
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0005,353,238,115,234,2,2,Tawainedre,TAWAINEDRE,1,Taweinedr,Maré,LIEU_DIT_NC,TRIBU,,168.08527860190287,-21.502551487309265,tribus_villages_nc,19,1503,Tadine Pénélo,non,37,15.81,10.48
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0006,567,402,165,400,0,2,Penelo,PENELO,1,Penelo,Maré,LIEU_DIT_NC,TRIBU,,168.08945780342214,-21.571088655754444,tribus_villages_nc,19,1503,Tadine Pénélo,non,55,13.75,9.7
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0007,488,333,155,333,0,0,Wabao,WABAO,1,Wabao,Maré,LIEU_DIT_NC,TRIBU,Wabawo,167.93937201549338,-21.60210597985789,tribus_villages_nc,19,1503,Tadine Pénélo,non,72,21.62,14.75
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0009,217,131,86,128,0,3,Ménaku,MENAKU,1,Menaku,Maré,LIEU_DIT_NC,TRIBU,,167.96911686605617,-21.444234250592025,tribus_villages_nc,17,1501,Guahma,non,42,32.81,19.35
referendum_2020,,Province des Iles,988,98815,Maré,MARE,0011,234,140,94,139,0,1,Roh,ROH,0.95,Ro,Maré,LIEU_DIT_NC,TRIBU,,167.86202487687797,-21.39242632802858,tribus_villages_nc,17,1501,Guahma,non,58,41.73,24.79
referendum_2020,,Province Sud,988,98816,Moindou,MOINDOU,0001,789,734,55,718,7,9,Mairie,MAIRIE,0.7,MOINDOU,Moindou,LIEU_DIT_NC,VILLE,Mére Mwêro,165.67695619871748,-21.69271000327087,tribus_villages_nc,20,1601,Moindou,non,387,53.9,49.05
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0002,489,420,69,414,2,4,Groupe scolaire Hélène CHANIEL,GROUPE SCOLAIRE HELENE CHANIEL,1,Groupe scolaire Hélène Chaniel,105 RUE HELENE CHANIEL,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.485528594387,-22.2217711398288,etablissements_publics_nc,23,1703,Pont des Fran‡ais,non,360,86.96,73.62
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0005,1069,905,164,895,6,4,École La Rizière 1,ECOLE RIZIERE,0.734,Ecole primaire La Rizière,89 RUE DU VIEUX PONT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.573975497183,-22.2332233282141,etablissements_publics_nc,30,1710,La Coulée Nord,non,95,10.61,8.89
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0008,821,727,94,713,10,4,Groupe scolaire de Boulari 1,GROUPE SCOLAIRE BOULARI,1,Groupe scolaire de Boulari,154 RUE ANTOINE GRISCELLI,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.520855451452,-22.2274992832452,etablissements_publics_nc,27,1707,Boulari,non,613,85.97,74.67
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0018,812,697,115,694,3,0,Groupe scolaire de Boulari 3,GROUPE SCOLAIRE BOULARI,1,Groupe scolaire de Boulari,154 RUE ANTOINE GRISCELLI,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.520855451452,-22.2274992832452,etablissements_publics_nc,27,1707,Boulari,non,579,83.43,71.31
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0019,605,522,83,501,10,11,Groupe scolaire de Saint-Michel 2,GROUPE SCOLAIRE SAINT MICHEL,0.824,Groupe scolaire de Saint-Joseph de Cluny,367 RUE CHARLES FRANCOIS BEAUTEMPS BEAUPRE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.499920849353,-22.2240498676639,etablissements_publics_nc,24,1704,La Conception,non,438,87.43,72.4
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0021,622,515,107,498,11,6,École La Rizière 3,ECOLE RIZIERE,0.734,Ecole primaire La Rizière,89 RUE DU VIEUX PONT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.573975497183,-22.2332233282141,etablissements_publics_nc,30,1710,La Coulée Nord,non,329,66.06,52.89
referendum_2020,,Province Sud,988,98817,Mont-Dore,MONTDORE,0022,683,595,88,574,7,14,École de la Briqueterie 1,ECOLE BRIQUETERIE,0.756,Groupe scolaire La Briquetterie,297 RUE DES ROSEAUX,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.566445622614,-22.2625090934915,etablissements_publics_nc,32,1712,Vallon Dore,non,387,67.42,56.66
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0001,631,482,149,480,2,0,Mairie 1,MAIRIE,0.93,Hôtel de Ville de Nouméa,16 RUE DU GENERAL MANGIN,ADMINISTRATION ET ORGANISME,Administrations des collectivités,Administration de la commune de Nouméa,166.439401925184,-22.2714056104229,etablissements_publics_nc,58,1822,Centre ville,non,362,75.42,57.37
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0008,599,553,46,551,1,1,École Fernande LERICHE 1,ECOLE FERNANDE LERICHE,0.836,Ecole Fernande LERICHE,13 RUE PIERRE SAUVAN,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.448431376266,-22.2984740950672,etablissements_publics_nc,39,1803,Anse Vata Est,non,527,95.64,87.98
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0010,718,655,63,650,1,4,École Jean MERMOUD 1,ECOLE JEAN MERMOUD,0.85,Ecole Jean MERMOUD,19 RUE MICHEL KAUMA,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454827725543,-22.2956844604928,etablissements_publics_nc,43,1807,N'Géa,non,627,96.46,87.33
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0011,829,784,45,776,2,6,École Jean MERMOUD 2,ECOLE JEAN MERMOUD,0.85,Ecole Jean MERMOUD,19 RUE MICHEL KAUMA,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454827725543,-22.2956844604928,etablissements_publics_nc,43,1807,N'Géa,non,767,98.84,92.52
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0012,767,682,85,674,3,5,École Ernest RISBEC 1,ECOLE ERNEST RISBEC,0.859,Ecole Ernest RISBEC,19 RUE DU COMMANDANT RIVIERE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.451704940929,-22.2838445188063,etablissements_publics_nc,44,1808,Trianon,non,625,92.73,81.49
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0013,786,696,90,691,4,1,École Ernest RISBEC 2,ECOLE ERNEST RISBEC,0.859,Ecole Ernest RISBEC,19 RUE DU COMMANDANT RIVIERE,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.451704940929,-22.2838445188063,etablissements_publics_nc,44,1808,Trianon,non,638,92.33,81.17
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0016,795,687,108,679,2,6,École Candide KOCH 1,ECOLE CANDIDE KOCH,0.833,Ecole Candide KOCH,33 RUE TARAGNAT,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Groupe scolaire,166.456450040223,-22.2745660873879,etablissements_publics_nc,49,1813,Vallée des Colons Sud Ouest,non,592,87.19,74.47
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0021,832,753,79,749,3,1,École Marie HAVET 1,ECOLE MARIE HAVET,0.841,Ecole Marie HAVET,231 RUE ARNOLD DALY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.471138313555,-22.2828880563017,etablissements_publics_nc,54,1818,Ouémo,non,687,91.72,82.57
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0022,868,773,95,770,3,0,École Marie HAVET 2,ECOLE MARIE HAVET,0.841,Ecole Marie HAVET,231 RUE ARNOLD DALY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.471138313555,-22.2828880563017,etablissements_publics_nc,54,1818,Ouémo,non,720,93.51,82.95
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0023,883,781,102,770,5,6,École Christine BOLETTI 1,ECOLE CHRISTINE BOLETTI,0.792,Ecole Christine BOLETTI,10 RUE CHARLES STEINMETZ,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.465990390657,-22.2661773380247,etablissements_publics_nc,63,1827,Aérodrome Sud,non,686,89.09,77.69
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0024,1025,839,186,826,9,4,École Christine BOLETTI 2,ECOLE CHRISTINE BOLETTI,0.792,Ecole Christine BOLETTI,10 RUE CHARLES STEINMETZ,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole pré-élémentaire,166.465990390657,-22.2661773380247,etablissements_publics_nc,63,1827,Aérodrome Sud,non,511,61.86,49.85
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0026,862,711,151,706,4,1,École Michel CACOT 2,ECOLE MICHEL CACOT,0.85,Ecole Michel CACOT,231 RUE ARMAND OHLEN,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.463652223431,-22.2662199324801,etablissements_publics_nc,62,1826,Portes de Fer - Sud,non,633,89.66,73.43
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0028,1204,879,325,866,6,7,École Gustave MOUCHET 1,ECOLE GUSTAVE MOUCHET,0.874,Ecole Gustave MOUCHET,8 RUE DES FRERES CHARPENTIER,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.454414703061,-22.2504501881193,etablissements_publics_nc,64,1828,Portes de Fer - Nord,non,243,28.06,20.18
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0037,1309,993,316,973,5,15,École Mauricette DEVAMBEZ 1,ECOLE MAURICETTE DEVAMBEZ,0.627,Ecole Michel AMIOT,12 RUE DE PRONY,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.468616034294,-22.2680303864914,etablissements_publics_nc,53,1817,Magenta Est,non,457,46.97,34.91
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0044,1135,902,233,884,10,8,École Louise VERGES,ECOLE LOUISE VERGES,0.615,Ecole Serge LAIGLE,7 RUE GEORGES LEQUES,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.486016745804,-22.2343408388225,etablissements_publics_nc,71,1835,Tina,non,299,33.82,26.34
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0050,1416,1154,262,1132,14,8,École Albert PERRAUD,ECOLE ALBERT PERRAUD,0.866,Ecole Albert PERRAUD,1 RUE HENRI BAUDOEUF,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole primaire,166.467888234029,-22.2619636836771,etablissements_publics_nc,63,1827,Aérodrome Sud,non,542,47.88,38.28
referendum_2020,,Province Sud,988,98818,Nouméa,NOUMEA,0054,993,831,162,821,6,4,École le PETIT POUCET,ECOLE PETIT POUCET,0.762,Espace vert petit poucet,1 RUE DURMONT-D'URVILLE,PARC ESPACE PUBLIC ET LOISIR,Parcs et espaces verts,Espace vert,166.446452105063,-22.2638462676659,etablissements_publics_nc,60,1824,Vallée du Tir,non,630,76.74,63.44
referendum_2020,,Province Nord,988,98819,Ouégoa,OUEGOA,0004,147,134,13,134,0,0,Tiari,TIARI,1,Tiari,Ouégoa,LIEU_DIT_NC,TRIBU,Ciari,164.3468221527753,-20.245820839427363,tribus_villages_nc,83,1902,Pam - Tiari,non,11,8.21,7.48
referendum_2020,,Province des Iles,988,98820,Ouvéa,OUVEA,0004,254,206,48,205,1,0,Mouli,MOULI,1,Mouli,Ouvéa,LIEU_DIT_NC,TRIBU,Muli,166.42132025613634,-20.72325484847604,tribus_villages_nc,87,2003,Mouli,non,9,4.39,3.54
referendum_2020,,Province des Iles,988,98820,Ouvéa,OUVEA,0007,201,160,41,160,0,0,Lekine,LEKINE,1,Lekine,Ouvéa,LIEU_DIT_NC,TRIBU,Lekiny,166.49017173263093,-20.69359693939266,tribus_villages_nc,87,2003,Mouli,non,9,5.62,4.48
referendum_2020,,Province Sud,988,98821,Païta,PAITA,0008,607,531,76,523,4,4,École James Paddon,ECOLE JAMES PADDON,0.8,Ecole James Paddon,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.359353160601,-22.1337644237458,etablissements_publics_nc,91,2101,Paita centre,non,428,81.84,70.51
referendum_2020,,Province Sud,988,98821,Païta,PAITA,0011,750,655,95,649,2,4,École maternelle Scheffleras 1,ECOLE MATERNELLE SCHEFFLERAS,0.787,Ecole Scheffleras,,ENSEIGNEMENT ET FORMATION,Enseignement du premier degré,Ecole élémentaire,166.36989887391,-22.1257398247667,etablissements_publics_nc,92,2102,Scheffleras,non,484,74.58,64.53
